-----------
Timer report 0 (1802 timers)
                                             [813] irregular_apply 0.0045  0.0% 3728 
                                                [831] EBStencil::apply_alpha_beta 0.0043  0.0% 3728 
                                                   [906] apply_alpha_beta_loop_overvofs 0.0032  0.0% 3728 
                                                   [1299] apply_alpha_beta_header 0.0004  0.0% 3728 
                                             [818] alpha_apply 0.0045  0.0% 3728 
                                                [901] BaseEBCellFAB::copy 0.0032  0.0% 3728 
                                                   [925] overlap_copy 0.0030  0.0% 3728 
                                                      [941] BaseEBCellFAB::copy 0.0028  0.0% 3728 
                                                         [1090] BaseEBCellFAB::irrcopy 0.0015  0.0% 233 
                                                         [1198] BaseEBCellFAB::regcopy 0.0007  0.0% 3728 
                                                   [1783] sameregion_copy 0.0000  0.0% 0 
                                                [1297] FORT_MULTIPLYFABR 0.0004  0.0% 3728 
                                             [902] dom_bcs_apply 0.0032  0.0% 3728 
                                             [1492] eb_bcs_apply 0.0001  0.0% 3728 
                                          [693] exchange+copier 0.0084  0.1% 233 
                                             [716] exchange 0.0073  0.1% 233 
                                                [719] local copying 0.0072  0.1% 233 
                                                   [777] BaseEBCellFAB::copy 0.0057  0.1% 16776 
                                                      [1029] BaseEBCellFAB::irrcopy 0.0020  0.0% 2330 
                                                         [1345] VoFIterator::define 0.0003  0.0% 466 
                                                      [1051] BaseEBCellFAB::regcopy 0.0017  0.0% 16776 
                                             [1146] Copier::define 0.0011  0.0% 30 
                                          [1782] coarse-fine_bcs 0.0000  0.0% 0 
                                       [1190] FORT_AXBYFAB 0.0008  0.0% 3728 
                                    [406] LevelData<T>::define(dbl,comps,ghost,factory) 0.0228  0.2% 233 
                                       [1339] VoFIterator::define 0.0003  0.0% 233 
                                    [807] EBMGAverage::average 0.0046  0.0% 3728 
                                       [973] irregular_average 0.0024  0.0% 3728 
                                          [984] EBStencil::apply 0.0023  0.0% 3728 
                                             [1096] apply_loop_overvofs 0.0014  0.0% 3728 
                                             [1319] apply_header 0.0004  0.0% 3728 
                                       [1084] regular_average 0.0015  0.0% 3728 
                                          [1120] FORT_REGAVERAGE 0.0012  0.0% 3728 
                                    [993] ~LayoutData 0.0022  0.0% 466 
                                    [1511] ~Copier 0.0001  0.0% 233 
                                    [1549] EBISLayoutImplem::~EBISLayoutImplem 0.0000  0.0% 233 
                                    [1612] ~BoxLayoutData 0.0000  0.0% 233 
                                    [1662] ~LevelData 0.0000  0.0% 233 
                                 [758] EBAMRPoissonOp::prolongIncrement 0.0061  0.1% 233 
                                    [760] EBMGInterp::pwcInterp 0.0061  0.1% 233 
                                       [761] EBMGInterp::pwcInterpMG 0.0061  0.1% 233 
                                          [773] EBMGInterp::interp 0.0057  0.1% 3728 
                                             [1007] irregular_interp 0.0021  0.0% 3728 
                                                [1028] EBStencil::apply 0.0020  0.0% 3728 
                                                   [1076] apply_loop_overvofs 0.0016  0.0% 3728 
